City,Population,Latitude,Longitude
pinotepa nacional,25669,16.316667,-98.016667
kaniv,25666,49.751825,31.460044
bishop auckland,25665,54.65,-1.666667
jarocin,25665,51.97076,17.498773
tuxpan,25664,19.55,-103.4
hazelwood,25661,38.7713889,-90.3708333
bartoszyce,25660,54.250693,20.814911
carmagnola,25658,44.85,7.716667
sepuka,25657,-4.75,34.5333333
yoshii,25656,36.25,138.983333
kozyatyn,25645,49.714312,28.833848
rostaq,25644,37.126035,69.83045
harrison,25643,40.9688889,-73.7130556
cordeiropolis,25639,-22.483333,-47.466667
pullman,25636,46.7313889,-117.1786111
sadri,25634,25.183333,73.433333
sulayman,25634,36.696389,10.491667
jandiala,25633,31.166667,75.616667
concepcion,25628,13.926667,121.493333
eureka,25626,40.8022222,-124.1625
camas,25622,37.402023,-6.033141
lapa,25621,-25.765833,-49.717778
jiquilpan,25621,19.983333,-102.716667
pascagoula,25621,30.3655556,-88.5561111
bang pakong,25620,13.498139,100.991861
freeport,25619,42.2966667,-89.6211111
san andres del rabanedo,25618,42.611745,-5.616709
kot diji,25617,27.342724,68.708343
saintes,25616,45.745604,-0.631674
hannoversch munden,25612,51.416667,9.683333
waxahachie,25612,32.3863889,-96.8480556
wolfsberg,25610,46.840556,14.844167
burlington,25608,40.8075,-91.1127778
cudahy,25606,33.9605556,-118.1844444
nazare,25604,-13.033333,-39
cave spring,25602,37.2275,-80.0130556
uran,25600,18.876944,72.939722
lunel,25598,43.675482,4.136189
paytug,25597,40.8941667,72.2436111
severobaykalsk,25587,55.65,109.316667
milton,25586,42.2494444,-71.0666667
pasighat,25584,28.066667,95.333333
heppenheim,25580,49.640833,8.637222
koprivnica,25579,46.1627778,16.8275
apaseo el alto,25577,20.45,-100.616667
zevenaar,25576,51.925387,6.095747
epernay,25573,49.042267,3.95809
kalur kot,25573,32.156389,71.259444
capoterra,25572,39.174444,8.971111
chaumont,25562,48.12282,5.141413
becej,25562,45.618889,20.036111
sun prairie,25561,43.1836111,-89.2136111
elmina,25560,5.0833333,-1.35
marshalltown,25554,42.0494444,-92.9077778
marana,25553,32.4366667,-111.2247222
ekazhevo,25549,43.212222,44.823056
hattersheim,25544,50.066667,8.466667
oisterwijk,25544,51.583449,5.208564
pilar,25542,-26.866667,-58.383333
manjacaze,25541,-24.7116667,33.8827778
mauganj,25540,24.683333,81.883333
college park,25539,38.9805556,-76.9372222
santana do paraiso,25537,-19.366667,-42.533333
tekkalakota,25532,15.533333,76.883333
manyoni,25532,-5.75,34.8333333
rancharia,25531,-22.25,-50.916667
tougue,25530,11.45,-11.6833333
zittau,25527,50.9,14.833333
antrim,25525,54.666667,-6.25
crowthorne,25522,51.366667,-0.816667
smederevska palanka,25516,44.365833,20.962778
kallidaikurichchi,25515,8.666667,77.483333
kireyevsk,25513,53.933607,37.927924
east cleveland,25513,41.5330556,-81.5791667
querecotillo,25511,-4.8377778,-80.6455556
colonelganj,25506,27.133333,81.7
yoshida,25500,37.683333,138.883333
mehndawal,25498,26.975278,83.111667
marin,25497,42.383333,-8.7
sooko,25494,-7.3532,112.5203
trelleborg,25494,55.366667,13.166667
meckenheim,25491,50.633333,7.016667
guadalupe,25491,-7.25,-79.4833333
collinsville,25491,38.6702778,-89.9844444
cullinan,25490,-25.670885,28.523645
manica,25488,-18.9344444,32.8755556
florence,25487,38.9988889,-84.6266667
cantel,25485,14.816667,-91.45
kagal,25481,16.583333,74.316667
mosbach,25474,49.353889,9.142778
navrongo,25470,10.895,-1.0938889
spring valley,25469,41.1130556,-74.0441667
armentieres,25468,50.685679,2.882139
ibi,25467,38.625334,-0.572246
arnold,25460,39.0319444,-76.5030556
bannur,25457,12.330833,76.863056
lainate,25446,45.566667,9.033333
budhlada,25433,29.933333,75.566667
griesheim,25432,49.862778,8.575278
bagno a ripoli,25431,43.75,11.316667
auerbach,25430,50.516667,12.4
rambouillet,25429,48.642276,1.831259
ayutuxtepeque,25426,13.7455556,-89.2063889
zelino,25422,41.9802778,21.0641667
san rafael,25415,9.875563,-84.076613
paracin,25411,43.860833,21.407778
dunkwa,25410,5.9666667,-1.7833333
elmadag,25407,39.920833,33.230833
nileshwar,25404,12.25,75.1
maruko,25403,36.316667,138.266667
marataizes,25397,-21.033333,-40.833333
ellwangen,25396,48.966667,10.133333
anderson,25393,34.5033333,-82.6502778
cachan,25391,48.796324,2.336609
golden gate,25388,26.1875,-81.6952778
greenville,25382,33.1383333,-96.1105556
saraj,25379,42,21.3277778
karkal,25376,13.2,74.983333
kokstad,25373,-30.547231,29.42412
omutninsk,25364,58.670008,52.193195
reinbek,25357,53.516667,10.25
chardara,25356,41.254722,67.969167
nerekhta,25353,57.458811,40.574708
mankono,25351,8.058611,-6.189722
nelidovo,25349,56.221072,32.777378
san giovanni in persiceto,25344,44.633333,11.183333
sao lourenco do sul,25341,-31.366667,-51.966667
sundarnagar,25340,31.533333,76.883333
lohne,25332,52.666667,8.233333
kurali,25332,30.833056,76.573333
asandh,25325,29.516667,76.6
banganapalle,25325,15.316667,78.233333
carangola,25322,-20.733333,-42.033333
gerash,25318,27.6652,54.1371
wassenaar,25317,52.110844,4.355982
sayula,25312,19.866667,-103.616667
vohibinany,25311,-17.35,49.0333333
maryland heights,25311,38.7130556,-90.4297222
myrtle beach,25310,33.6888889,-78.8869444
sidi ali,25309,36.1005556,0.42
anupshahr,25308,28.366667,78.266667
paducah,25306,37.0833333,-88.6
jalalabad,25305,29.618611,77.438333
cabagan,25304,17.427823,121.769546
varel,25303,53.4,8.133333
carlsbad,25302,32.4205556,-104.2283333
ingelheim,25296,49.980556,8.073611
pszczyna,25288,49.976483,18.947323
tequila,25283,20.883333,-103.833333
iiyama,25281,36.85,138.366667
mount pleasant,25281,43.5977778,-84.7675
pompeu,25278,-19.166667,-45.1
abbeville,25274,50.106602,1.832691
ponca city,25273,36.7069444,-97.0852778
piraju,25271,-23.2,-49.383333
castlewood,25271,39.5847222,-104.9005556
songadh,25270,21.166667,73.566667
shamsabad,25268,27.533333,79.433333
mendi,25267,9.8,35.1
morro agudo,25266,-20.733333,-48.066667
gilgil,25264,-0.2166667,36.2666667
gilgil,25264,-0.5,36.3166667
kingsville,25264,27.5155556,-97.8558333
la guaira,25264,10.6,-66.9333333
lajedo,25262,-8.383333,-36.55
windsor,25262,38.5472222,-122.8152778
sao caitano,25259,-8.35,-36.1
santa ana,25259,-12.8666667,-72.7166667
guanajay,25258,22.9263889,-82.6875
machhlishahr,25250,25.683333,82.416667
murree,25245,33.907268,73.392946
yarmouth,25243,41.7055556,-70.2291667
anserma,25242,5.332778,-75.791111
baloda bazar,25238,21.666667,82.166667
zirndorf,25237,49.45,10.95
surman,25235,32.7563889,12.575
rimavska sobota,25235,48.3833333,20.0333333
petrila,25234,45.45,23.416667
crofton,25233,39.0016667,-76.6877778
devanhalli,25230,13.2325,77.699167
bedburg,25224,51,6.583333
ijuin,25217,31.616667,130.4
robertson,25217,-33.803418,19.885374
duluth,25213,34.0027778,-84.1447222
morristown,25204,36.2138889,-83.295
kaele,25199,10.1091667,14.4508333
spinea,25198,45.493056,12.160556
fremont,25197,41.4333333,-96.4977778
chai badan,25196,15.206139,101.136834
gursarai,25193,25.6148,79.1788
suhum,25192,6.0333333,-0.45
mbinga,25192,-10.9333333,35.0166667
gelibolu,25191,40.410278,26.670833
dolores,25190,-36.313215,-57.679185
mostovskoy,25188,44.412222,40.793611
netphen,25187,50.916667,8.1
parabiago,25186,45.55,8.95
faqirwali,25185,29.466307,73.034034
vanves,25184,48.823451,2.290253
san rafael del sur,25184,11.85,-86.45
itupeva,25183,-17.416667,-40.483333
plainview,25174,40.7763889,-73.4677778
ringas,25173,27.35,75.566667
rioja,25170,-6.0833333,-77.15
vezirkopru,25168,41.143611,35.454722
delitzsch,25160,51.533333,12.35
erice,25160,38.033333,12.583333
colinas,25159,-6.033333,-44.233333
arumuganeri,25154,8.566667,78.116667
hermanus,25153,-34.418696,19.234464
pfungstadt,25151,49.806389,8.606944
tatarsk,25151,55.219035,75.982835
teyateyaneng,25149,-29.15,27.7333333
teluk nibung,25146,3.001,99.8164
luchingu,25145,-10.9,39.3333333
wolfen,25144,51.666667,12.283333
enzan,25143,35.7,138.733333
bologoye,25142,57.828782,34.038339
victoria,25139,-32.619888,-60.153907
saryagash,25139,41.45,69.166667
mako,25135,46.216667,20.483333
ndouci,25134,5.863835,-4.760897
fossano,25133,44.55,7.716667
parkland,25133,47.1555556,-122.4327778
tortona,25129,44.9,8.866667
zarnesti,25126,45.55,25.3
metallostroy,25123,59.800833,30.547778
plered,25122,-6.640556,107.386389
coral terrace,25120,25.7455556,-80.3047222
la teste-de-buch,25116,44.628749,-1.140591
yamasaki,25115,35,134.55
bristol,25110,36.595,-82.1888889
bristol,25110,36.5963889,-82.1886111
camargo,25107,43.407436,-3.884978
buritizeiro,25104,-17.35,-44.966667
pojuca,25102,-12.35,-38.333333
bagru,25102,26.8084,75.5435
korostyshiv,25099,50.31723,29.056298
vayalar,25094,9.7,76.333333
argos,25091,37.6333333,22.7333333
budaors,25089,47.460614,18.96434
sandomierz,25087,50.685808,21.738864
sokolov,25079,50.178428,12.647147
ahraura,25078,25.016667,83.016667
yablonovskiy,25078,44.989009,38.943244
chodavaram,25074,17.45,81.766667
campechuela,25069,20.2341667,-77.2788889
afogados da ingazeira,25060,-7.75,-37.65
malkangiri,25056,18.35,81.9
rascani,25055,47.957222,27.553889
pau dos ferros,25051,-6.116667,-38.166667
boysun,25050,38.2061111,67.1986111
swakopmund,25047,-22.6833333,14.5333333
chengannur,25046,9.333333,76.633333
ust-katav,25046,54.9366,58.1757
kanigiri,25045,15.4,79.516667
spanaway,25045,47.1041667,-122.4333333
lady frere,25041,-31.703118,27.232904
chandauli,25038,25.266667,83.266667
tejupilco,25036,18.9,-100.15
katima mulilo,25034,-17.5,24.2666667
batu berendam,25028,2.2487,102.246
illkirch-graffenstaden,25023,48.523635,7.71542
noicattaro,25022,41.033333,16.983333
dakor,25020,22.75,73.15
attendorn,25014,51.116667,7.9
pak phanang,25014,8.35109,100.201952
cuijk,25012,51.728069,5.881147
sandi,25010,27.3,79.95
maplewood,25008,40.7738889,-74.2738889
cajica,25000,4.918574,-74.027993
sant pere de ribes,24997,41.26126,1.772075
petit-bourg,24996,16.1833333,-61.5833333
south pasadena,24994,34.1161111,-118.1494444
san felipe,24985,9.904882,-84.105512
radovis,24983,41.6383333,22.4647222
mount abu,24982,24.6,72.7
karoi,24981,-16.8166667,29.6833333
zverevo,24979,48.021083,40.122815
zanesville,24976,39.9402778,-82.0133333
russellville,24972,35.2783333,-93.1336111
obidos,24971,-1.908333,-55.518889
bay shore,24969,40.725,-73.2458333
bagabag,24967,16.505882,121.190139
maple heights,24961,41.4152778,-81.5661111
roth,24959,49.245,11.091111
puerto varas,24958,-41.319461,-72.985378
villaviciosa de odon,24958,40.356923,-3.900107
itsukaichi,24956,35.725278,139.217778
tepeaca,24956,18.966667,-97.9
durango,24953,43.171235,-2.633795
kunda,24951,25.716667,81.516667
frome,24948,51.229167,-2.318333
ishige,24948,36.116667,139.966667
manubah,24948,36.808029,10.097205
grandview,24945,38.8858333,-94.5327778
waldkraiburg,24939,48.216667,12.4
deori khas,24937,23.4,79.016667
sakleshpur,24934,12.966667,75.783333
netivot,24933,31.42215,34.588581
litomerice,24930,50.538408,14.130347
wertheim,24920,49.7575,9.509444
ceccano,24918,41.566667,13.333333
vikhorevka,24918,56.1201,101.1636
bawana,24908,28.8,77.033333
cruces,24907,22.3411111,-80.2666667
qiryat ono,24907,32.063611,34.855278
qiryat ono,24907,32.022222,34.866667
lom,24906,43.8138889,23.2361111
sao mateus do sul,24904,-25.866667,-50.383333
salo,24900,60.383333,23.133333
friedrichsdorf,24897,50.266667,8.65
periyanayakkanpalaiyam,24896,11.15,76.933333
igurusi,24895,-8.85,33.85
winchester,24895,39.1855556,-78.1636111
baden,24893,48.016667,16.233333
gautier,24891,30.3855556,-88.6116667
mateus leme,24890,-19.983333,-44.416667
ahmadpur sial,24888,30.67539,71.748284
kanth,24886,29.066667,78.633333
reforma,24884,18.1,-91.016667
charkhari,24883,25.4,79.75
puyo,24881,-1.4666667,-77.9833333
martorell,24877,41.47402,1.93062
szigetszentmiklos,24874,47.343819,19.043351
mangaldai,24872,26.433333,92.033333
colonia,24870,-34.4666667,-57.85
soignies,24869,50.583333,4.066667
nkhotakota,24869,-12.9166667,34.3
jenjarom,24858,2.883333,101.5
la ligua,24857,-32.433333,-71.233333
ebebiyin,24857,2.15,11.3333333
gagarin,24856,40.6619444,68.1722222
bingen,24844,49.966667,7.9
klosterneuburg,24843,48.3,16.316667
manikchhari,24836,22.8386111,91.8455556
le creusot,24836,46.807138,4.41632
nova esperanca,24833,-23.182485,-52.203005
vadnagar,24833,23.783333,72.633333
susurluk,24829,39.913611,28.157778
lac,24825,41.6355556,19.7130556
pires do rio,24823,-17.3,-48.283333
ludwigsfelde,24823,52.3,13.266667
takahashi,24819,34.783333,133.616667
chimala,24817,-8.85,34.0166667
shelui,24817,-4.3666667,34.2
san,24813,13.3,-4.9
mondragone,24810,41.116667,13.883333
bushenyi,24810,-0.5852778,30.2113889
neenah,24810,44.1858333,-88.4625
leoben,24809,47.383333,15.1
champoton,24809,19.35,-90.716667
madaoua,24806,14.0758333,5.9586111
safipur,24804,26.733333,80.35
oullins,24803,45.717743,4.80382
whitehaven,24803,54.55,-3.6
conversano,24802,40.966667,17.116667
laredo,24802,-8.1,-78.95
lemon grove,24802,32.7425,-117.0305556
lincoln,24798,-34.866494,-61.530197
buzovna,24795,40.517888,50.113901
soledade,24791,-28.833333,-52.5
phalia,24788,32.429733,73.577454
almazar,24781,40.9833333,68.9
lafayette,24780,37.8858333,-122.1169444
dolton,24779,41.6388889,-87.6072222
kabrai,24774,25.416667,80.016667
winter garden,24774,28.565,-81.5863889
dillenburg,24772,50.733333,8.283333
lanaken,24771,50.883333,5.65
kheda,24768,22.75,72.683333
farafangana,24764,-22.8166667,47.8333333
ponneri,24758,13.316667,80.2
magna,24755,40.7091667,-112.1008333
lebrija,24754,36.920774,-6.075286
talwara,24754,31.948611,75.866667
nowa ruda,24753,50.579022,16.502913
sao bento,24749,-6.283333,-37.75
vadakku valliyur,24749,8.383333,77.65
yekepa,24746,7.5794444,-8.5377778
ridgewood,24738,40.9791667,-74.1169444
ventimiglia,24734,43.783333,7.6
gampola,24734,7.1647222,80.5766667
cugir,24734,45.833333,23.366667
nanticoke,24732,42.8,-80.066667
oktyabrsk,24726,53.167222,48.700556
henin-beaumont,24725,50.413587,2.964852
oyonnax,24712,46.250567,5.659845
wakefield,24712,42.5063889,-71.0733333
statesville,24709,35.7825,-80.8875
ibanda,24704,-0.1538889,30.5319444
tharad,24698,24.396111,71.626667
kut chap,24696,17.425695,102.566917
gauripur,24695,26.083524,89.961584
parkland,24693,26.3097222,-80.2375
benton,24689,34.5644444,-92.5866667
vernon,24688,49.092918,1.463324
kakonko,24688,-3.2827778,30.9641667
muktagachha,24687,24.7666667,90.2333333
hosdurga,24687,13.798056,76.286111
haysyn,24687,48.811429,29.389766
norden,24686,53.6,7.2
rincon de romos,24683,22.233333,-102.3
tekkali,24682,18.616667,84.233333
pakala,24680,13.466667,79.116667
kirovsk,24678,59.881009,30.995068
minjur,24674,13.266667,80.266667
arandelovac,24674,44.306944,20.56
airdrie,24673,51.266667,-114.016667
boa viagem,24671,-5.116667,-39.733333
coria del rio,24671,37.287661,-6.054101
nan,24670,18.792917,100.729722
coudekerque-branche,24669,51.022884,2.393586
veinticinco de mayo,24668,-35.432303,-60.172707
seatac,24663,47.4538889,-122.3205556
decines-charpieu,24661,45.768991,4.972767
arauco,24659,-37.25,-73.316667
siraha,24659,26.65,86.2
korbach,24657,51.283333,8.866667
montigny-les-metz,24655,49.094353,6.151673
new castle,24652,41.0036111,-80.3472222
uvinza,24650,-5.1036111,30.3911111
nyalikungu,24648,-3.1833333,33.7833333
ocoyoacac,24647,19.271944,-99.458889
key west,24646,24.5552778,-81.7827778
zaraysk,24638,54.760504,38.878407
hjorring,24634,57.466323,9.988917
ofaqim,24633,31.314099,34.620254
zheleznovodsk,24632,44.139444,43.019722
ris-orangis,24628,48.651104,2.414057
genzano di roma,24626,41.7,12.683333
pietrasanta,24625,43.95,10.233333
nalbari,24618,26.416667,91.433333
manibaug,24618,15.1012,120.5604
bayonet point,24618,28.3263889,-82.6836111
reo,24616,12.3166667,-2.4666667
gondang,24616,-7.8779,112.1148
sao francisco do conde,24615,-12.65,-38.683333
spanish fork,24613,40.115,-111.6541667
dzerzhinsk,24610,53.685,27.1419444
gazalkent,24610,41.5580556,69.7708333
tiebissou,24605,7.157722,-5.2248
wajima,24605,37.4,136.9
grigny,24600,48.659982,2.384137
gotsu,24597,35,132.216667
lagdo,24596,9.05,13.7333333
ottumwa,24593,41.0041667,-92.3736111
bijbiara,24592,33.8,75.1
lidkoping,24586,58.5,13.166667
clinton,24583,32.3413889,-90.3216667
santa rita do passa quatro,24579,-21.7,-47.466667
yazman,24579,29.121218,71.744587
san marcos,24573,14.966667,-91.8
duiwelskloof,24572,-23.693394,30.140016
cayeli,24571,41.092275,40.729235
devrek,24571,41.219167,31.955833
aschersleben,24569,51.75,11.466667
contla,24569,19.197222,-98.2
arzignano,24565,45.516667,11.333333
pasinler,24565,39.980307,41.676353
dataganj,24564,28.033333,79.4
acopiara,24562,-6.1,-39.45
nagcarlan,24560,14.1364,121.4165
ranong,24560,9.965834,98.634761
isla,24558,18.6,-96.15
statesboro,24558,32.4486111,-81.7833333
victoria,24555,-38.216667,-72.333333
moyotzingo,24555,19.25,-98.4
gornji milanovac,24555,44.033333,20.45
westmont,24552,41.7958333,-87.9755556
juatuba,24551,-19.95,-44.333333
edwardsville,24551,38.8113889,-89.9530556
belvidere,24547,42.2638889,-88.8441667
navan,24545,53.6527778,-6.6813889
holbaek,24544,55.713537,11.716903
kailaras,24542,26.316667,77.616667
faizpur,24536,21.166667,75.85
verl,24532,51.883333,8.516667
hakui,24529,36.883333,136.783333
lamu,24529,-2.2783333,40.9033333
olching,24526,48.2,11.333333
mortsel,24525,51.166667,4.466667
san fernando,24524,34.2819444,-118.4380556
gursu,24523,40.218757,29.194872
belton,24522,38.8119444,-94.5316667
sabang,24519,5.893333,95.321389
mobaye,24518,4.3166667,21.1833333
hobara,24516,37.816667,140.55
watsa,24515,3.05,29.533333
jaynagar-majilpur,24512,22.175833,88.417778
coleraine,24509,55.083333,-6.666667
bosconia,24508,9.968889,-73.883611
sao bento do una,24506,-8.533333,-36.366667
san benito,24506,26.1322222,-97.6308333
lazarevac,24503,44.379722,20.263889
almansa,24502,38.869166,-1.097131
carbondale,24502,37.7272222,-89.2166667
axim,24500,4.8683333,-2.2413889
weiterstadt,24499,49.907778,8.595278
haaksbergen,24493,52.156875,6.739496
san cataldo,24487,37.483333,13.983333
tuba,24482,16.389722,120.560833
jumilla,24476,38.475721,-1.326995
hudson,24474,42.7647222,-71.4402778
londonderry,24474,42.865,-71.3744444
karlovo,24464,42.6333333,24.8
tocopilla,24461,-22.09198,-70.19792
cangas,24460,42.264128,-8.784625
victoria,24455,14.2277,121.3292
sahaspur,24454,29.133333,78.616667
andippatti,24450,9.983333,77.633333
pleasant grove,24449,40.3641667,-111.7377778
reisterstown,24447,39.4694444,-76.8297222
lagoa vermelha,24446,-28.216667,-51.533333
tbilisskaya,24446,45.363333,40.19
torres vedras,24443,39.091089,-9.258602
delanggu,24440,-7.616667,110.683333
walsrode,24439,52.866667,9.6
cherbourg,24435,49.639971,-1.615505
zottegem,24434,50.866667,3.8
kant,24432,27.8,79.8
kingman,24431,35.1894444,-114.0522222
margherita,24430,27.283333,95.683333
kerteh,24430,4.5141,103.4483
wagrowiec,24428,52.811659,17.207376
ennis,24427,52.8436111,-8.9863889
aldan,24426,58.603056,125.389444
wobulenzi,24425,0.7283333,32.5122222
barwaha,24423,22.266667,76.05
elmwood park,24418,41.9211111,-87.8091667
urucuca,24414,-14.583333,-39.266667
novopavlovsk,24409,43.962222,43.634167
stevens point,24408,44.5236111,-89.5744444
raja jang,24406,31.220833,74.251944
oliveira do douro,24406,41.124664,-8.584626
seal beach,24404,33.7413889,-118.1038889
sakhnin,24401,32.862222,35.293333
warburg,24399,51.5,9.166667
tholen,24399,51.538943,4.217106
tupaciguara,24398,-18.583333,-48.7
sharya,24395,58.369093,45.515582
santa quiteria,24391,-4.333333,-40.166667
jamtara,24391,23.95,86.8
tultitlan,24387,19.647222,-99.170833
columbus,24386,33.4955556,-88.4272222
freudenstadt,24384,48.433333,8.416667
wielun,24384,51.221009,18.566548
notse,24383,6.95,1.1666667
apolda,24380,51.016667,11.5
ossining,24376,41.1627778,-73.8619444
kamojima,24374,34.066667,134.35
havlickuv brod,24373,49.614082,15.564558
partizanske,24370,48.6333333,18.3833333
salzkotten,24369,51.666667,8.6
skopin,24357,53.824856,39.550528
